data_operacao,descricao,doc,valor,tipo,mes
2024-03-20,CREDITO COBRANCA BRB,000001,"766,24",credito,MARCO
2024-03-20,CREDITO COBRANCA BRB,000001,"670,00",credito,MARCO
2024-03-20,CREDITO COBRANCA BRB,000001,"670,00",credito,MARCO
2024-03-20,DEBITO PIX IMM COMERCIO DE PROD 0103,000000,"85,00",debito,MARCO
2024-03-20,CREDITO COBRANCA BRB,000001,"670,00",credito,MARCO
2024-03-21,APL BRB RENDE FACIL FIRF CP AU,001293,"8.567,57",debito,MARCO
2024-03-21,COBRANCA DIRETA MODALIDADE 1,000000,"52,00",debito,MARCO
2024-03-21,CREDITO COBRANCA BRB,000001,"670,00",credito,MARCO
2024-03-21,CREDITO COBRANCA BRB,000002,"5.147,23",credito,MARCO
2024-03-21,CREDITO COBRANCA BRB,000002,"2.135,24",credito,MARCO
2024-03-21,CREDITO COBRANCA BRB,000001,"6.682,30",credito,MARCO
2024-03-21,DEBITO PIX 0103,000000,"40,00",debito,MARCO
2024-03-21,CREDITO COBRANCA BRB,000005,"3.542,99",credito,MARCO
2024-03-21,DEBITO TED PAG0108 C.CORRENTE PAMC GARANTIA DE CRE 0000000223,000000,"2.457,69",debito,MARCO
2024-03-21,DEBITO COBRANCA OUTRO BANCO,397573,"261,26",debito,MARCO
2024-03-21,DEBITO COBRANCA OUTRO BANCO,396915,"5.200,00",debito,MARCO
2024-03-21,DEBITO NEOENERGIA BRASILIA 3104,396094,"418,35",debito,MARCO
2024-03-21,DEBITO NEOENERGIA BRASILIA 3104,395354,"95,16",debito,MARCO
2024-03-21,PAGAMENTO COBRANCA BRB 3104,393632,"1.002,73",debito,MARCO
2024-03-21,DEBITO PIX CARVALHO FERRAMENTAS 0103,000000,"83,00",debito,MARCO
2024-03-22,APL BRB RENDE FACIL FIRF CP AU,001245,"1.072,56",debito,MARCO
2024-03-22,COBRANCA DIRETA MODALIDADE 1,000000,"71,50",debito,MARCO
2024-03-22,CRED REGULARIZACAO COBRANCA,000003,"2.005,00",credito,MARCO
2024-03-22,DEBITO PIX ENCADERNADORA MARTIN 0103,000000,"360,64",debito,MARCO
2024-03-22,DEBITO COBRANCA OUTRO BANCO,629177,"380,40",debito,MARCO
2024-03-22,DEBITO PIX 0103,000000,"119,90",debito,MARCO
2024-03-25,CREDITO COBRANCA BRB,000003,"3.682,36",credito,MARCO
2024-03-25,APL BRB RENDE FACIL FIRF CP AU,001353,"11.193,68",debito,MARCO
2024-03-25,TAR DE REGULARIZACAO DE COBRAN,000000,"22,80",debito,MARCO
2024-03-25,COBRANCA DIRETA MODALIDADE 1,000000,"65,00",debito,MARCO
2024-03-25,CREDITO COBRANCA BRB,000001,"670,00",credito,MARCO
2024-03-25,CREDITO COBRANCA BRB,000003,"2.132,50",credito,MARCO
2024-03-25,CREDITO COBRANCA BRB,000002,"1.340,00",credito,MARCO
2024-03-25,CREDITO COBRANCA BRB,000002,"943,93",credito,MARCO
2024-03-25,CREDITO COBRANCA BRB,000002,"1.340,00",credito,MARCO
2024-03-25,CREDITO COBRANCA BRB,000001,"670,00",credito,MARCO
2024-03-25,DEBITO PIX ROBSON ROCHA DE SOUZ 0103,000000,"600,00",debito,MARCO
2024-03-25,CREDITO COBRANCA BRB,000001,"670,00",credito,MARCO
2024-03-25,DEBITO PIX 0103,000000,"105,00",debito,MARCO
2024-03-25,DEBITO COBRANCA OUTRO BANCO,770879,"379,05",debito,MARCO
2024-03-25,CREDITO COBRANCA BRB,000001,"670,00",credito,MARCO
2024-03-25,CREDITO COBRANCA BRB,000001,"670,00",credito,MARCO
2024-03-25,CREDITO COBRANCA BRB,000002,"1.340,00",credito,MARCO
2024-03-25,CREDITO COBRANCA BRB,000001,"766,74",credito,MARCO
2024-03-25,CREDITO COBRANCA BRB,000001,"695,00",credito,MARCO
2024-03-25,CREDITO COBRANCA BRB,000001,"670,00",credito,MARCO
2024-03-25,CREDITO COBRANCA BRB,000001,"670,00",credito,MARCO
2024-03-25,CREDITO COBRANCA BRB,000002,"1.340,00",credito,MARCO
2024-03-25,EST CRED REGULARIZACAO COBRANC,000003,"2.005,00",debito,MARCO
2024-03-25,DEBITO PIX 0103,000000,"3.900,00",debito,MARCO
2024-03-26,CREDITO COBRANCA BRB,000002,"1.365,00",credito,MARCO
2024-03-26,CREDITO COBRANCA BRB,000002,"1.183,58",credito,MARCO
2024-03-26,CREDITO COBRANCA BRB,000003,"1.909,89",credito,MARCO
2024-03-26,CREDITO COBRANCA BRB,000001,"767,74",credito,MARCO
2024-03-26,COBRANCA DIRETA MODALIDADE 1,000000,"97,50",debito,MARCO
2024-03-26,APL BRB RENDE FACIL FIRF CP AU,001235,"5.128,71",debito,MARCO
2024-03-27,CREDITO COBRANCA BRB,000001,"782,53",credito,MARCO
2024-03-27,COBRANCA DIRETA MODALIDADE 1,000000,"52,00",debito,MARCO
2024-03-27,CREDITO COBRANCA BRB,000001,"670,00",credito,MARCO
2024-03-27,APL BRB RENDE FACIL FIRF CP AU,001264,"2.709,54",debito,MARCO
2024-03-27,CREDITO COBRANCA BRB,000002,"1.437,99",credito,MARCO
2024-03-27,DEBITO TRANSF ELETR ENTRE C/C VIA JD BOTANICO MAT 2800091287,525280,"2.712,00",debito,MARCO
2024-03-27,CREDITO COBRANCA BRB,000002,"1.340,00",credito,MARCO
2024-03-27,CREDITO COBRANCA BRB,000002,"1.437,99",credito,MARCO
2024-03-27,DEBITO PIX AUTO ELETRICA GOIANE 0103,000000,"310,00",debito,MARCO
2024-03-27,CREDITO COBRANCA BRB,000001,"115,03",credito,MARCO
2024-03-28,CREDITO COBRANCA BRB,000002,"2.990,56",credito,MARCO
2024-03-28,RESGATE FUNDOS,001611,"11.434,65",credito,MARCO
2024-03-28,COBRANCA DIRETA MODALIDADE 1,000000,"19,50",debito,MARCO
2024-03-28,TARIFA CREDITO PAGAMENTO,280324,"10,50",debito,MARCO
2024-03-28,TARIFA CREDITO PAGAMENTO,280324,"10,50",debito,MARCO
2024-03-28,COBRANCA DIRETA MODALIDADE 1,000000,"58,50",debito,MARCO
2024-03-28,EST TAR REGULAR DE COBRANCA,000000,"22,80",credito,MARCO
2024-03-28,CREDITO COBRANCA BRB,000001,"670,00",credito,MARCO
2024-03-28,CREDITO COBRANCA BRB,000002,"1.438,25",credito,MARCO
2024-03-28,DEBITO PIX MORRO AZUL COMERCIO 0103,000000,"300,03",debito,MARCO
2024-03-28,CREDITO COBRANCA BRB,000002,"154,50",credito,MARCO
2024-03-28,PAGAMENTO DETRAN 3104,050896,"102,87",debito,MARCO
2024-03-28,PAGAMENTO DETRAN 3104,049918,"102,87",debito,MARCO
2024-03-28,PAGAMENTO DETRAN 3104,049178,"102,87",debito,MARCO
2024-03-28,DEBITO TRANSF ELETR ENTRE C/C VIA JD BOTANICO MAT 2800091287,525280,"66,80",debito,MARCO
2024-03-28,PAGAMENTO DETRAN 3104,048141,"102,87",debito,MARCO
2024-03-28,PAGAMENTO DETRAN 3104,046994,"102,87",debito,MARCO
2024-03-28,PAGAMENTO DETRAN 3104,045614,"102,87",debito,MARCO
2024-03-28,PAGAMENTO DETRAN 3104,044529,"102,87",debito,MARCO
2024-03-28,DEBITO AUXILIO ALIMENTACAO 0103,409859,"2.134,00",debito,MARCO
2024-03-28,DEBITO PAGAMENTO FERIAS 0103,403077,"13.390,84",debito,MARCO
2024-04-01,APL BRB RENDE FACIL FIRF CP AU,001458,"26.405,68",debito,ABRIL
2024-04-01,CREDITO COBRANCA BRB,000001,"695,00",credito,ABRIL
2024-04-01,CREDITO COBRANCA BRB,000004,"2.680,00",credito,ABRIL
2024-04-01,CREDITO COBRANCA BRB,000002,"1.340,00",credito,ABRIL
2024-04-01,CREDITO COBRANCA BRB,000002,"1.340,00",credito,ABRIL
2024-04-01,CREDITO COBRANCA BRB,000003,"2.010,00",credito,ABRIL
2024-04-01,CREDITO COBRANCA BRB,000001,"670,00",credito,ABRIL
2024-04-01,CREDITO COBRANCA BRB,000008,"5.360,00",credito,ABRIL
2024-04-01,CREDITO COBRANCA BRB,000003,"2.010,00",credito,ABRIL
2024-04-02,CREDITO COBRANCA BRB,000006,"4.045,00",credito,ABRIL
2024-04-02,APL BRB RENDE FACIL FIRF CP AU,001473,"25.537,76",debito,ABRIL
2024-04-02,CREDITO COBRANCA BRB,000003,"1.483,25",credito,ABRIL
2024-04-02,COBRANCA DIRETA MODALIDADE 1,000000,"260,00",debito,ABRIL
2024-04-02,CREDITO COBRANCA BRB,000001,"670,00",credito,ABRIL
2024-04-02,CREDITO COBRANCA BRB,000004,"2.680,00",credito,ABRIL
2024-04-02,CREDITO COBRANCA BRB,000003,"1.810,88",credito,ABRIL
2024-04-02,CREDITO COBRANCA BRB,000003,"2.123,30",credito,ABRIL
2024-04-02,CREDITO COBRANCA BRB,000002,"1.340,00",credito,ABRIL
2024-04-02,CREDITO COBRANCA BRB,000006,"4.045,00",credito,ABRIL
2024-04-02,CREDITO COBRANCA BRB,000001,"670,00",credito,ABRIL
2024-04-02,CREDITO COBRANCA BRB,000002,"1.340,00",credito,ABRIL
2024-04-02,CREDITO COBRANCA BRB,000003,"2.115,84",credito,ABRIL
2024-04-02,CREDITO COBRANCA BRB,000004,"2.705,00",credito,ABRIL
2024-04-02,CREDITO COBRANCA BRB,000001,"769,49",credito,ABRIL
2024-04-03,CREDITO COBRANCA BRB,000001,"670,00",credito,ABRIL
2024-04-03,COBRANCA DIRETA MODALIDADE 1,000000,"253,50",debito,ABRIL
2024-04-03,APL BRB RENDE FACIL FIRF CP AU,001596,"16.344,73",debito,ABRIL
2024-04-03,CREDITO COBRANCA BRB,000004,"2.680,00",credito,ABRIL
2024-04-03,CREDITO COBRANCA BRB,000003,"2.109,74",credito,ABRIL
2024-04-03,CREDITO COBRANCA BRB,000003,"2.010,00",credito,ABRIL
2024-04-03,CREDITO COBRANCA BRB,000001,"670,00",credito,ABRIL
2024-04-03,CREDITO COBRANCA BRB,000002,"1.340,00",credito,ABRIL
2024-04-03,DEBITO PIX 0103,000000,"891,71",debito,ABRIL
2024-04-03,CREDITO COBRANCA BRB,000002,"1.340,00",credito,ABRIL
2024-04-03,CREDITO COBRANCA BRB,000001,"670,00",credito,ABRIL
2024-04-03,CREDITO COBRANCA BRB,000001,"670,00",credito,ABRIL
2024-04-03,CREDITO COBRANCA BRB,000001,"670,00",credito,ABRIL
2024-04-03,CREDITO COBRANCA BRB,000005,"3.350,00",credito,ABRIL
2024-04-03,DEBITO PIX 0103,000000,"29,80",debito,ABRIL
2024-04-03,CREDITO COBRANCA BRB,000002,"1.340,00",credito,ABRIL
2024-04-04,APL BRB RENDE FACIL FIRF CP AU,001532,"14.308,29",debito,ABRIL
2024-04-04,CREDITO COBRANCA BRB,000001,"670,00",credito,ABRIL
2024-04-04,COBRANCA DIRETA MODALIDADE 1,000000,"169,00",debito,ABRIL
2024-04-04,CREDITO COBRANCA BRB,000001,"670,00",credito,ABRIL
2024-04-04,CREDITO COBRANCA BRB,000001,"670,00",credito,ABRIL
2024-04-04,CREDITO COBRANCA BRB,000007,"4.690,00",credito,ABRIL
2024-04-04,CREDITO COBRANCA BRB,000004,"2.680,00",credito,ABRIL
2024-04-04,CREDITO COBRANCA BRB,000002,"1.340,00",credito,ABRIL
2024-04-04,CREDITO COBRANCA BRB,000002,"1.340,00",credito,ABRIL
2024-04-04,CREDITO COBRANCA BRB,000002,"1.439,99",credito,ABRIL
2024-04-04,CREDITO COBRANCA BRB,000002,"1.340,00",credito,ABRIL
2024-04-04,CREDITO COBRANCA BRB,000002,"1.340,00",credito,ABRIL
2024-04-04,SAQUE DIN AG CHEQUE,001372,"3.042,70",debito,ABRIL
2024-04-04,CREDITO COBRANCA BRB,000002,"1.340,00",credito,ABRIL
2024-04-05,CREDITO COBRANCA BRB,000017,"11.159,27",credito,ABRIL
2024-04-05,RESGATE FUNDOS,002221,"77.639,17",credito,ABRIL
2024-04-05,COBRANCA DIRETA MODALIDADE 1,000000,"169,00",debito,ABRIL
2024-04-05,CREDITO COBRANCA BRB,000004,"2.705,00",credito,ABRIL
2024-04-05,CREDITO COBRANCA BRB,000013,"7.740,91",credito,ABRIL
2024-04-05,CREDITO COBRANCA BRB,000001,"670,00",credito,ABRIL
2024-04-05,CREDITO COBRANCA BRB,000004,"2.680,00",credito,ABRIL
2024-04-05,DEBITO PIX 0103,000000,"92,40",debito,ABRIL
2024-04-05,DEBITO PIX Francely de Fatima B 0103,000000,"1.135,74",debito,ABRIL
2024-04-05,DEBITO PIX 0103,000000,"315,33",debito,ABRIL
2024-04-05,DEBITO TRANSF ELET P POUPANCA NOME NAO CADASTRADO 1480268574,523148,"900,00",debito,ABRIL
2024-04-05,DEBITO PAGAMENTO DE SALARIO,447393,"95.386,63",debito,ABRIL
2024-04-05,DEBITO TRANSF ELET P POUPANCA NOME NAO CADASTRADO 1480268574,523148,"436,00",debito,ABRIL
2024-04-05,DEBITO TED PAG0108 C.CORRENTE BARBARA SILVA DOS SA 0000000150,000000,"916,78",debito,ABRIL
2024-04-05,DEBITO PIX Antonio Dhekson Oliv 0103,000000,"2.927,14",debito,ABRIL
2024-04-05,DEBITO PIX Rosanna Klicia Silva 0103,000000,"315,33",debito,ABRIL
2024-04-08,CREDITO COBRANCA BRB,000003,"2.035,00",credito,ABRIL
2024-04-08,CREDITO COBRANCA BRB,000001,"670,00",credito,ABRIL
2024-04-08,CREDITO COBRANCA BRB,000015,"10.075,00",credito,ABRIL
2024-04-08,CREDITO COBRANCA BRB,000003,"2.010,00",credito,ABRIL
2024-04-08,CREDITO COBRANCA BRB,000004,"2.705,00",credito,ABRIL
2024-04-08,COBRANCA DIRETA MODALIDADE 1,000000,"253,50",debito,ABRIL
2024-04-08,CREDITO COBRANCA BRB,000003,"882,18",credito,ABRIL
2024-04-08,CREDITO COBRANCA BRB,000014,"9.405,00",credito,ABRIL
2024-04-08,CREDITO COBRANCA BRB,000006,"4.020,00",credito,ABRIL
2024-04-08,CREDITO COBRANCA BRB,000001,"670,00",credito,ABRIL
2024-04-08,APL BRB RENDE FACIL FIRF CP AU,001671,"38.911,18",debito,ABRIL
2024-04-08,CREDITO COBRANCA BRB,000001,"670,00",credito,ABRIL
2024-04-08,CREDITO COBRANCA BRB,000003,"2.010,00",credito,ABRIL
2024-04-08,CREDITO COBRANCA BRB,000006,"5.274,26",credito,ABRIL
2024-04-08,CREDITO COBRANCA BRB,000002,"1.340,00",credito,ABRIL
2024-04-08,CREDITO COBRANCA BRB,000001,"670,00",credito,ABRIL
2024-04-08,DEBITO PIX EVERTON MOREIRA DE S 0103,000000,"1.800,00",debito,ABRIL
2024-04-08,DEBITO PIX 0103,000000,"3.406,00",debito,ABRIL
2024-04-08,DEB PAGAMENTO DE 13 SALARIO 0103,953355,"1.782,09",debito,ABRIL
2024-04-08,PAGAMENTO CAESB 3104,252462,"126,64",debito,ABRIL
2024-04-08,PAGAMENTO CAESB 3104,255553,"321,34",debito,ABRIL
2024-04-08,DEBITO PIX MORRO AZUL COMERCIO 0103,000000,"300,00",debito,ABRIL
2024-04-08,PAGAMENTO CAESB 3104,258813,"16,10",debito,ABRIL
2024-04-08,DEBITO PIX 0103,000000,"26,36",debito,ABRIL
2024-04-08,CREDITO COBRANCA BRB,000004,"2.705,00",credito,ABRIL
2024-04-08,CREDITO COBRANCA BRB,000002,"1.340,00",credito,ABRIL
2024-04-08,CREDITO COBRANCA BRB,000001,"494,97",credito,ABRIL
2024-04-08,PAGAMENTO CAESB 3104,257424,"33,20",debito,ABRIL
2024-04-09,CREDITO COBRANCA BRB,000023,"16.271,50",credito,ABRIL
2024-04-09,CREDITO COBRANCA BRB,000007,"4.690,00",credito,ABRIL
2024-04-09,CREDITO COBRANCA BRB,000001,"670,00",credito,ABRIL
2024-04-09,CREDITO COBRANCA BRB,000002,"1.340,00",credito,ABRIL
2024-04-09,CREDITO COBRANCA BRB,000005,"3.350,00",credito,ABRIL
2024-04-09,COBRANCA DIRETA MODALIDADE 1,000000,"455,00",debito,ABRIL
2024-04-09,CREDITO COBRANCA BRB,000006,"4.070,00",credito,ABRIL
2024-04-09,TARIFA CREDITO PAGAMENTO,090424,"91,00",debito,ABRIL
2024-04-09,RESGATE FUNDOS,001467,"25.666,68",credito,ABRIL
2024-04-09,CREDITO COBRANCA BRB,000001,"670,00",credito,ABRIL
2024-04-09,CREDITO COBRANCA BRB,000005,"3.375,00",credito,ABRIL
2024-04-09,CREDITO COBRANCA BRB,000005,"3.350,00",credito,ABRIL
2024-04-09,CREDITO COBRANCA BRB,000002,"1.340,00",credito,ABRIL
2024-04-09,TARIFA CREDITO PAGAMENTO,090424,"59,50",debito,ABRIL
2024-04-09,CREDITO COBRANCA BRB,000002,"1.365,00",credito,ABRIL
2024-04-09,CREDITO COBRANCA BRB,000008,"5.360,00",credito,ABRIL
2024-04-09,DEBITO RESCISAO 0103,094827,"5.871,55",debito,ABRIL
2024-04-09,DEBITO AUXILIO ALIMENTACAO 0103,102740,"5.824,00",debito,ABRIL
2024-04-09,DEBITO AUXILIO ALIMENTACAO 0103,126038,"17.608,50",debito,ABRIL
2024-04-09,DEBITO AUXILIO TRANSPORTE 0103,141771,"3.401,80",debito,ABRIL
2024-04-09,DEBITO AUXILIO ALIMENTACAO 0103,161387,"17.654,00",debito,ABRIL
2024-04-09,DEBITO AUXILIO TRANSPORTE 0103,110488,"1.513,60",debito,ABRIL
2024-04-09,DEBITO PIX Francely de Fatima B 0103,000000,"1.380,60",debito,ABRIL
2024-04-09,DEBITO PIX 0103,000000,"1.256,68",debito,ABRIL
2024-04-09,DEBITO TRANSF ELETR ENTRE C/C PARAMETRO AS CONS CO 0860011640,525086,"9.607,25",debito,ABRIL
2024-04-09,DEBITO PIX 0103,000000,"2.092,80",debito,ABRIL
2024-04-09,DEBITO PIX Antonio Dhekson Oliv 0103,000000,"1.328,60",debito,ABRIL
2024-04-09,DEBITO AUXILIO TRANSPORTE 0103,189802,"3.373,30",debito,ABRIL
2024-04-10,CREDITO COBRANCA BRB,000010,"6.800,48",credito,ABRIL
2024-04-10,CREDITO COBRANCA BRB,000007,"4.690,00",credito,ABRIL
2024-04-10,CREDITO COBRANCA BRB,000008,"6.389,67",credito,ABRIL
2024-04-10,CREDITO COBRANCA BRB,000002,"1.340,00",credito,ABRIL
2024-04-10,CREDITO COBRANCA BRB,000021,"14.334,79",credito,ABRIL
2024-04-10,CREDITO COBRANCA BRB,000006,"4.045,00",credito,ABRIL
2024-04-10,CREDITO COBRANCA BRB,000006,"4.020,00",credito,ABRIL
2024-04-10,COBRANCA DIRETA MODALIDADE 1,000000,"435,50",debito,ABRIL
2024-04-10,CREDITO COBRANCA BRB,000019,"12.918,30",credito,ABRIL
2024-04-10,CREDITO COBRANCA BRB,000010,"6.700,00",credito,ABRIL
2024-04-10,CREDITO COBRANCA BRB,000135,"90.600,00",credito,ABRIL
2024-04-10,CREDITO COBRANCA BRB,000026,"17.205,92",credito,ABRIL
2024-04-10,CREDITO COBRANCA BRB,000014,"9.380,00",credito,ABRIL
2024-04-10,CREDITO COBRANCA BRB,000009,"6.030,00",credito,ABRIL
2024-04-10,CREDITO COBRANCA BRB,000003,"2.010,00",credito,ABRIL
2024-04-10,APL BRB RENDE FACIL FIRF CP AU,001475,"160.703,35",debito,ABRIL
2024-04-10,CREDITO COBRANCA BRB,000007,"4.690,00",credito,ABRIL
2024-04-10,CREDITO COBRANCA BRB,000007,"3.941,52",credito,ABRIL
2024-04-10,CREDITO COBRANCA BRB,000010,"6.725,00",credito,ABRIL
2024-04-10,DEBITO PIX HENRIQUE GONTIJO COM 0103,000000,"405,00",debito,ABRIL
2024-04-10,DEBITO TRANSF ELETR ENTRE C/C VIA JD BOTANICO MAT 2800091287,525280,"2.933,85",debito,ABRIL
2024-04-10,DEBITO COBRANCA OUTRO BANCO,194471,"40.778,21",debito,ABRIL
2024-04-10,DEBITO COBRANCA OUTRO BANCO,196528,"1.380,07",debito,ABRIL
2024-04-10,DEBITO COBRANCA OUTRO BANCO,197992,"640,00",debito,ABRIL
2024-04-10,CLARO SP DDD 11 3104,199584,"69,06",debito,ABRIL
2024-04-10,DEBITO COBRANCA OUTRO BANCO,205626,"577,65",debito,ABRIL
2024-04-10,DEBITO COBRANCA OUTRO BANCO,244201,"648,70",debito,ABRIL
2024-04-10,DEBITO COBRANCA OUTRO BANCO,246128,"647,42",debito,ABRIL
2024-04-10,DEBITO COBRANCA OUTRO BANCO,203648,"696,83",debito,ABRIL
2024-04-10,DEBITO COBRANCA OUTRO BANCO,249655,"856,64",debito,ABRIL
2024-04-10,DEBITO COBRANCA OUTRO BANCO,250868,"798,96",debito,ABRIL
2024-04-10,DEBITO COBRANCA OUTRO BANCO,252419,"592,07",debito,ABRIL
2024-04-10,DEBITO COBRANCA OUTRO BANCO,254471,"666,34",debito,ABRIL
2024-04-10,TRANSF ELETRONICA DE POUPANCA,523086,"15.600,00",credito,ABRIL
2024-04-10,DEBITO PIX LIANDER MICHELON 0103,000000,"1.780,00",debito,ABRIL
2024-04-10,DEBITO PIX ENIO CURSINO DOS SAN 0103,000000,"1.256,68",debito,ABRIL
2024-04-10,DEBITO COBRANCA OUTRO BANCO,248080,"126,35",debito,ABRIL
2024-04-10,PAGAMENTO COBRANCA BRB 3104,949724,"1.428,00",debito,ABRIL
2024-04-11,SAQUE DIN AG CHEQUE,001374,"8.464,67",debito,ABRIL
2024-04-11,SAQUE DIN AG CHEQUE,001373,"3.000,00",debito,ABRIL
2024-04-11,DEBITO PIX TESUS TEC CONF ARMAR 0103,000000,"5.980,00",debito,ABRIL
2024-04-11,PAGAMENTO TRIBUTO GDF 3104,890631,"408,32",debito,ABRIL
2024-04-11,DEBITO TRANSF ELETR ENTRE C/C ROMULO JUNIO SOARES 2040258455,525204,"1.412,00",debito,ABRIL
2024-04-11,PAGAMENTO TRIBUTO GDF 3104,891663,"408,32",debito,ABRIL
2024-04-11,DEBITO PIX CAIXA ECONOMICA FEDE 0103,000000,"25.661,05",debito,ABRIL
2024-04-11,DEBITO PIX LAISE MELO G SOC IND 0103,000000,"1.665,83",debito,ABRIL
2024-04-11,PAGAMENTO TRIBUTO FEDERAL 3104,356399,"66.615,94",debito,ABRIL
2024-04-11,RESGATE FUNDOS,001629,"179.340,17",credito,ABRIL
2024-04-11,CREDITO COBRANCA BRB,000001,"775,00",credito,ABRIL
2024-04-11,CREDITO COBRANCA BRB,000001,"863,36",credito,ABRIL
2024-04-11,CREDITO COBRANCA BRB,000001,"750,00",credito,ABRIL
2024-04-11,CREDITO COBRANCA BRB,000001,"750,00",credito,ABRIL
2024-04-11,CREDITO COBRANCA BRB,000001,"750,00",credito,ABRIL
2024-04-11,CREDITO COBRANCA BRB,000001,"750,00",credito,ABRIL
2024-04-11,COBRANCA DIRETA MODALIDADE 1,000000,"1.950,00",debito,ABRIL
2024-04-11,PAGAMENTO TRIBUTO GDF 3104,889365,"408,32",debito,ABRIL
2024-04-11,CREDITO COBRANCA BRB,000002,"1.420,00",credito,ABRIL
2024-04-11,PAGAMENTO TRIBUTO GDF 3104,887412,"408,32",debito,ABRIL
2024-04-11,DEBITO COBRANCA OUTRO BANCO,508806,"964,86",debito,ABRIL
2024-04-11,DEBITO TED PAG0108 C.CORRENTE O C MARTINS TRANSPOR 0000000553,000000,"21.560,00",debito,ABRIL
2024-04-11,CLARO SP DDD 11,506670,"69,06",debito,ABRIL
2024-04-11,CLARO SP DDD 11,506764,"364,09",debito,ABRIL
2024-04-11,CLARO SP DDD 11,506953,"387,96",debito,ABRIL
2024-04-11,CLARO SP DDD 11,507000,"228,48",debito,ABRIL
2024-04-11,DEBITO COBRANCA OUTRO BANCO,507995,"271,05",debito,ABRIL
2024-04-11,DEBITO COBRANCA OUTRO BANCO,508250,"345,06",debito,ABRIL
2024-04-11,DEBITO COBRANCA OUTRO BANCO,508869,"3.161,60",debito,ABRIL
2024-04-11,DEBITO COBRANCA OUTRO BANCO,509237,"4.940,00",debito,ABRIL
2024-04-11,DEBITO COBRANCA OUTRO BANCO,509855,"294,00",debito,ABRIL
2024-04-11,DEBITO PIX RELMIX INFORMATICA 0103,000000,"343,00",debito,ABRIL
2024-04-11,DEBITO COBRANCA OUTRO BANCO,513493,"78,60",debito,ABRIL
2024-04-11,PAGAMENTO COBRANCA BRB,513769,"3.321,34",debito,ABRIL
2024-04-11,DEBITO COBRANCA OUTRO BANCO,512077,"1.105,00",debito,ABRIL
2024-04-11,DEBITO COBRANCA OUTRO BANCO,513983,"1.273,80",debito,ABRIL
2024-04-11,DEBITO COBRANCA OUTRO BANCO,517476,"2.999,43",debito,ABRIL
2024-04-11,DEBITO COBRANCA OUTRO BANCO,517667,"1.253,92",debito,ABRIL
2024-04-11,DEBITO COBRANCA OUTRO BANCO,517796,"2.626,50",debito,ABRIL
2024-04-11,DEBITO NEOENERGIA BRASILIA 3104,757736,"8.846,60",debito,ABRIL
2024-04-11,DEBITO TRANSF ELETR ENTRE C/C COOP TRAB RECICLA MA 0570525802,525057,"14.581,41",debito,ABRIL
2024-04-12,RESGATE FUNDOS,001481,"3.366,08",credito,ABRIL
2024-04-12,COBRANCA DIRETA MODALIDADE 1,000000,"52,00",debito,ABRIL
2024-04-12,CREDITO COBRANCA BRB,000001,"296,53",credito,ABRIL
2024-04-12,CREDITO COBRANCA BRB,000001,"750,00",credito,ABRIL
2024-04-12,CREDITO COBRANCA BRB,000001,"54,00",credito,ABRIL
2024-04-12,DEBITO PIX 0103,000000,"2.756,08",debito,ABRIL
2024-04-12,DEBITO PIX BRUNA COSTA DE SOUZA 0103,000000,"1.700,00",debito,ABRIL
2024-04-12,DEBITO PIX 0103,000000,"453,53",debito,ABRIL
2024-04-12,DEBITO PIX SIA COMERCIO E SERVI 0103,000000,"355,00",debito,ABRIL
2024-04-12,CREDITO COBRANCA BRB,000002,"850,00",credito,ABRIL
2024-04-15,CREDITO COBRANCA BRB,000002,"1.500,00",credito,ABRIL
2024-04-15,RESGATE FUNDOS,002050,"3.828,64",credito,ABRIL
2024-04-15,COBRANCA DIRETA MODALIDADE 1,000000,"32,50",debito,ABRIL
2024-04-15,CREDITO COBRANCA BRB,000002,"1.500,00",credito,ABRIL
2024-04-15,CREDITO COBRANCA BRB,000001,"670,00",credito,ABRIL
2024-04-15,CREDITO COBRANCA BRB,000001,"750,00",credito,ABRIL
2024-04-15,CREDITO COBRANCA BRB,000001,"750,00",credito,ABRIL
2024-04-15,CREDITO COBRANCA BRB,000001,"750,00",credito,ABRIL
2024-04-15,CREDITO COBRANCA BRB,000002,"1.525,00",credito,ABRIL
2024-04-15,DEBITO COBRANCA OUTRO BANCO,530441,"1.009,93",debito,ABRIL
2024-04-15,DEBITO NEOENERGIA BRASILIA 3104,521673,"108,11",debito,ABRIL
2024-04-15,DEBITO NEOENERGIA BRASILIA 3104,526937,"1.153,82",debito,ABRIL
2024-04-15,DEBITO NEOENERGIA BRASILIA 3104,528176,"360,01",debito,ABRIL
2024-04-15,PAGAMENTO TRIBUTO GDF 3104,513607,"1.406,84",debito,ABRIL
2024-04-15,DEBITO NEOENERGIA BRASILIA 3104,517575,"97,54",debito,ABRIL
2024-04-15,DEBITO NEOENERGIA BRASILIA 3104,519060,"2.278,84",debito,ABRIL
2024-04-15,DEBITO PIX EMERSON REFRIGERACAO 0103,000000,"430,00",debito,ABRIL
2024-04-15,DEBITO NEOENERGIA BRASILIA 3104,522876,"149,57",debito,ABRIL
2024-04-15,DEBITO NEOENERGIA BRASILIA 3104,524203,"2.124,03",debito,ABRIL
2024-04-15,DEBITO NEOENERGIA BRASILIA 3104,525528,"2.028,10",debito,ABRIL
2024-04-15,DEBITO NEOENERGIA BRASILIA 3104,520387,"94,35",debito,ABRIL
